"100157","EUR/USD","1.10157","1.20157","01-06-2020 12:01:01:157"
"100158","EUR/USD","1.10158","1.20158","01-06-2020 12:01:01:158"
"100159","EUR/USD","1.10159","1.20159","01-06-2020 12:01:01:159"
"100160","EUR/USD","1.1016","1.2016","01-06-2020 12:01:01:160"
"100161","EUR/USD","1.10161","1.20161","01-06-2020 12:01:01:161"
"100162","EUR/USD","1.10162","1.20162","01-06-2020 12:01:01:162"
"100163","EUR/USD","1.10163","1.20163","01-06-2020 12:01:01:163"
"100164","EUR/USD","1.10164","1.20164","01-06-2020 12:01:01:164"
"100165","EUR/USD","1.10165","1.20165","01-06-2020 12:01:01:165"
"100166","EUR/USD","1.10166","1.20166","01-06-2020 12:01:01:166"
"100167","EUR/USD","1.10167","1.20167","01-06-2020 12:01:01:167"
"100168","EUR/USD","1.10168","1.20168","01-06-2020 12:01:01:168"
"100169","EUR/USD","1.10169","1.20169","01-06-2020 12:01:01:169"
"100170","EUR/USD","1.1017","1.2017","01-06-2020 12:01:01:170"
"100171","EUR/USD","1.10171","1.20171","01-06-2020 12:01:01:171"
"100172","EUR/USD","1.10172","1.20172","01-06-2020 12:01:01:172"
"100173","EUR/USD","1.10173","1.20173","01-06-2020 12:01:01:173"
"100174","EUR/USD","1.10174","1.20174","01-06-2020 12:01:01:174"
"100175","EUR/USD","1.10175","1.20175","01-06-2020 12:01:01:175"
"100176","EUR/USD","1.10176","1.20176","01-06-2020 12:01:01:176"
"100177","EUR/USD","1.10177","1.20177","01-06-2020 12:01:01:177"
"100178","EUR/USD","1.10178","1.20178","01-06-2020 12:01:01:178"
"100179","EUR/USD","1.10179","1.20179","01-06-2020 12:01:01:179"
"100180","EUR/USD","1.1018","1.2018","01-06-2020 12:01:01:180"
"100181","EUR/USD","1.10181","1.20181","01-06-2020 12:01:01:181"
"100182","EUR/USD","1.10182","1.20182","01-06-2020 12:01:01:182"
"100183","EUR/USD","1.10183","1.20183","01-06-2020 12:01:01:183"
"100184","EUR/USD","1.10184","1.20184","01-06-2020 12:01:01:184"
"100185","EUR/USD","1.10185","1.20185","01-06-2020 12:01:01:185"
"100186","EUR/USD","1.10186","1.20186","01-06-2020 12:01:01:186"
"100187","EUR/USD","1.10187","1.20187","01-06-2020 12:01:01:187"
"100188","EUR/USD","1.10188","1.20188","01-06-2020 12:01:01:188"
"100189","EUR/USD","1.10189","1.20189","01-06-2020 12:01:01:189"
"100190","EUR/USD","1.1019","1.2019","01-06-2020 12:01:01:190"
"100191","EUR/USD","1.10191","1.20191","01-06-2020 12:01:01:191"
"100192","EUR/USD","1.10192","1.20192","01-06-2020 12:01:01:192"
"100193","EUR/USD","1.10193","1.20193","01-06-2020 12:01:01:193"
"100194","EUR/USD","1.10194","1.20194","01-06-2020 12:01:01:194"
"100195","EUR/USD","1.10195","1.20195","01-06-2020 12:01:01:195"
"100196","EUR/USD","1.10196","1.20196","01-06-2020 12:01:01:196"
"100197","EUR/USD","1.10197","1.20197","01-06-2020 12:01:01:197"
"100198","EUR/USD","1.10198","1.20198","01-06-2020 12:01:01:198"
"100199","EUR/USD","1.10199","1.20199","01-06-2020 12:01:01:199"
"100200","EUR/USD","1.102","1.202","01-06-2020 12:01:01:200"
"100201","EUR/USD","1.10201","1.20201","01-06-2020 12:01:01:201"
"100202","EUR/USD","1.10202","1.20202","01-06-2020 12:01:01:202"
"100203","EUR/USD","1.10203","1.20203","01-06-2020 12:01:01:203"
"100204","EUR/USD","1.10204","1.20204","01-06-2020 12:01:01:204"
"100205","EUR/USD","1.10205","1.20205","01-06-2020 12:01:01:205"
"100206","EUR/USD","1.10206","1.20206","01-06-2020 12:01:01:206"
"100207","EUR/USD","1.10207","1.20207","01-06-2020 12:01:01:207"
"100208","EUR/USD","1.10208","1.20208","01-06-2020 12:01:01:208"
"100209","EUR/USD","1.10209","1.20209","01-06-2020 12:01:01:209"
"100210","EUR/USD","1.1021","1.2021","01-06-2020 12:01:01:210"
"100211","EUR/USD","1.10211","1.20211","01-06-2020 12:01:01:211"
"100212","EUR/USD","1.10212","1.20212","01-06-2020 12:01:01:212"
"100213","EUR/USD","1.10213","1.20213","01-06-2020 12:01:01:213"
"100214","EUR/USD","1.10214","1.20214","01-06-2020 12:01:01:214"
"100215","EUR/USD","1.10215","1.20215","01-06-2020 12:01:01:215"
"100216","EUR/USD","1.10216","1.20216","01-06-2020 12:01:01:216"
"100217","EUR/USD","1.10217","1.20217","01-06-2020 12:01:01:217"
"100218","EUR/USD","1.10218","1.20218","01-06-2020 12:01:01:218"
"100219","EUR/USD","1.10219","1.20219","01-06-2020 12:01:01:219"
"100220","EUR/USD","1.1022","1.2022","01-06-2020 12:01:01:220"
"100221","EUR/USD","1.10221","1.20221","01-06-2020 12:01:01:221"
"100222","EUR/USD","1.10222","1.20222","01-06-2020 12:01:01:222"
"100223","EUR/USD","1.10223","1.20223","01-06-2020 12:01:01:223"
"100224","EUR/USD","1.10224","1.20224","01-06-2020 12:01:01:224"
"100225","EUR/USD","1.10225","1.20225","01-06-2020 12:01:01:225"
"100226","EUR/USD","1.10226","1.20226","01-06-2020 12:01:01:226"
"100227","EUR/USD","1.10227","1.20227","01-06-2020 12:01:01:227"
"100228","EUR/USD","1.10228","1.20228","01-06-2020 12:01:01:228"
"100229","EUR/USD","1.10229","1.20229","01-06-2020 12:01:01:229"
"100230","EUR/USD","1.1023","1.2023","01-06-2020 12:01:01:230"
"100231","EUR/USD","1.10231","1.20231","01-06-2020 12:01:01:231"
"100232","EUR/USD","1.10232","1.20232","01-06-2020 12:01:01:232"
"100233","EUR/USD","1.10233","1.20233","01-06-2020 12:01:01:233"
"100234","EUR/USD","1.10234","1.20234","01-06-2020 12:01:01:234"
"100235","EUR/USD","1.10235","1.20235","01-06-2020 12:01:01:235"
"100236","EUR/USD","1.10236","1.20236","01-06-2020 12:01:01:236"
"100237","EUR/USD","1.10237","1.20237","01-06-2020 12:01:01:237"
"100238","EUR/USD","1.10238","1.20238","01-06-2020 12:01:01:238"
"100239","EUR/USD","1.10239","1.20239","01-06-2020 12:01:01:239"
"100240","EUR/USD","1.1024","1.2024","01-06-2020 12:01:01:240"
"100241","EUR/USD","1.10241","1.20241","01-06-2020 12:01:01:241"
"100242","EUR/USD","1.10242","1.20242","01-06-2020 12:01:01:242"
"100243","EUR/USD","1.10243","1.20243","01-06-2020 12:01:01:243"
"100244","EUR/USD","1.10244","1.20244","01-06-2020 12:01:01:244"
"100245","EUR/USD","1.10245","1.20245","01-06-2020 12:01:01:245"
"100246","EUR/USD","1.10246","1.20246","01-06-2020 12:01:01:246"
"100247","EUR/USD","1.10247","1.20247","01-06-2020 12:01:01:247"
"100248","EUR/USD","1.10248","1.20248","01-06-2020 12:01:01:248"
"100249","EUR/USD","1.10249","1.20249","01-06-2020 12:01:01:249"
"100250","EUR/USD","1.1025","1.2025","01-06-2020 12:01:01:250"
"100251","EUR/USD","1.10251","1.20251","01-06-2020 12:01:01:251"
"100252","EUR/USD","1.10252","1.20252","01-06-2020 12:01:01:252"
"100253","EUR/USD","1.10253","1.20253","01-06-2020 12:01:01:253"
"100254","EUR/USD","1.10254","1.20254","01-06-2020 12:01:01:254"
"100255","EUR/USD","1.10255","1.20255","01-06-2020 12:01:01:255"
"100256","EUR/USD","1.10256","1.20256","01-06-2020 12:01:01:256"
"100257","EUR/USD","1.10257","1.20257","01-06-2020 12:01:01:257"
"100258","EUR/USD","1.10258","1.20258","01-06-2020 12:01:01:258"
"100259","EUR/USD","1.10259","1.20259","01-06-2020 12:01:01:259"
"100260","EUR/USD","1.1026","1.2026","01-06-2020 12:01:01:260"
"100261","EUR/USD","1.10261","1.20261","01-06-2020 12:01:01:261"
"100262","EUR/USD","1.10262","1.20262","01-06-2020 12:01:01:262"
"100263","EUR/USD","1.10263","1.20263","01-06-2020 12:01:01:263"
"100264","EUR/USD","1.10264","1.20264","01-06-2020 12:01:01:264"
"100265","EUR/USD","1.10265","1.20265","01-06-2020 12:01:01:265"
"100266","EUR/USD","1.10266","1.20266","01-06-2020 12:01:01:266"
"100267","EUR/USD","1.10267","1.20267","01-06-2020 12:01:01:267"
"100268","EUR/USD","1.10268","1.20268","01-06-2020 12:01:01:268"
"100269","EUR/USD","1.10269","1.20269","01-06-2020 12:01:01:269"
"100270","EUR/USD","1.1027","1.2027","01-06-2020 12:01:01:270"
"100271","EUR/USD","1.10271","1.20271","01-06-2020 12:01:01:271"
"100272","EUR/USD","1.10272","1.20272","01-06-2020 12:01:01:272"
"100273","EUR/USD","1.10273","1.20273","01-06-2020 12:01:01:273"
"100274","EUR/USD","1.10274","1.20274","01-06-2020 12:01:01:274"
"100275","EUR/USD","1.10275","1.20275","01-06-2020 12:01:01:275"
"100276","EUR/USD","1.10276","1.20276","01-06-2020 12:01:01:276"
"100277","EUR/USD","1.10277","1.20277","01-06-2020 12:01:01:277"
"100278","EUR/USD","1.10278","1.20278","01-06-2020 12:01:01:278"
"100279","EUR/USD","1.10279","1.20279","01-06-2020 12:01:01:279"
"100280","EUR/USD","1.1028","1.2028","01-06-2020 12:01:01:280"
"100281","EUR/USD","1.10281","1.20281","01-06-2020 12:01:01:281"
"100282","EUR/USD","1.10282","1.20282","01-06-2020 12:01:01:282"
"100283","EUR/USD","1.10283","1.20283","01-06-2020 12:01:01:283"
"100284","EUR/USD","1.10284","1.20284","01-06-2020 12:01:01:284"
"100285","EUR/USD","1.10285","1.20285","01-06-2020 12:01:01:285"
"100286","EUR/USD","1.10286","1.20286","01-06-2020 12:01:01:286"
"100287","EUR/USD","1.10287","1.20287","01-06-2020 12:01:01:287"
"100288","EUR/USD","1.10288","1.20288","01-06-2020 12:01:01:288"
"100289","EUR/USD","1.10289","1.20289","01-06-2020 12:01:01:289"
"100290","EUR/USD","1.1029","1.2029","01-06-2020 12:01:01:290"
"100291","EUR/USD","1.10291","1.20291","01-06-2020 12:01:01:291"
"100292","EUR/USD","1.10292","1.20292","01-06-2020 12:01:01:292"
"100293","EUR/USD","1.10293","1.20293","01-06-2020 12:01:01:293"
"100294","EUR/USD","1.10294","1.20294","01-06-2020 12:01:01:294"
"100295","EUR/USD","1.10295","1.20295","01-06-2020 12:01:01:295"
"100296","EUR/USD","1.10296","1.20296","01-06-2020 12:01:01:296"
"100297","EUR/USD","1.10297","1.20297","01-06-2020 12:01:01:297"
"100298","EUR/USD","1.10298","1.20298","01-06-2020 12:01:01:298"
"100299","EUR/USD","1.10299","1.20299","01-06-2020 12:01:01:299"
"100300","EUR/USD","1.103","1.203","01-06-2020 12:01:01:300"
"100301","EUR/USD","1.10301","1.20301","01-06-2020 12:01:01:301"
"100302","EUR/USD","1.10302","1.20302","01-06-2020 12:01:01:302"
"100303","EUR/USD","1.10303","1.20303","01-06-2020 12:01:01:303"
"100304","EUR/USD","1.10304","1.20304","01-06-2020 12:01:01:304"
"100305","EUR/USD","1.10305","1.20305","01-06-2020 12:01:01:305"
"100306","EUR/USD","1.10306","1.20306","01-06-2020 12:01:01:306"
"100307","EUR/USD","1.10307","1.20307","01-06-2020 12:01:01:307"
"100308","EUR/USD","1.10308","1.20308","01-06-2020 12:01:01:308"
"100309","EUR/USD","1.10309","1.20309","01-06-2020 12:01:01:309"
"100310","EUR/USD","1.1031","1.2031","01-06-2020 12:01:01:310"
"100311","EUR/USD","1.10311","1.20311","01-06-2020 12:01:01:311"
"100312","EUR/USD","1.10312","1.20312","01-06-2020 12:01:01:312"
"100313","EUR/USD","1.10313","1.20313","01-06-2020 12:01:01:313"
"100314","EUR/USD","1.10314","1.20314","01-06-2020 12:01:01:314"
"100315","EUR/USD","1.10315","1.20315","01-06-2020 12:01:01:315"
"100316","EUR/USD","1.10316","1.20316","01-06-2020 12:01:01:316"
"100317","EUR/USD","1.10317","1.20317","01-06-2020 12:01:01:317"
"100318","EUR/USD","1.10318","1.20318","01-06-2020 12:01:01:318"
"100319","EUR/USD","1.10319","1.20319","01-06-2020 12:01:01:319"
"100320","EUR/USD","1.1032","1.2032","01-06-2020 12:01:01:320"
"100321","EUR/USD","1.10321","1.20321","01-06-2020 12:01:01:321"
"100322","EUR/USD","1.10322","1.20322","01-06-2020 12:01:01:322"
"100323","EUR/USD","1.10323","1.20323","01-06-2020 12:01:01:323"
"100324","EUR/USD","1.10324","1.20324","01-06-2020 12:01:01:324"
"100325","EUR/USD","1.10325","1.20325","01-06-2020 12:01:01:325"
"100326","EUR/USD","1.10326","1.20326","01-06-2020 12:01:01:326"
"100327","EUR/USD","1.10327","1.20327","01-06-2020 12:01:01:327"
"100328","EUR/USD","1.10328","1.20328","01-06-2020 12:01:01:328"
"100329","EUR/USD","1.10329","1.20329","01-06-2020 12:01:01:329"
"100330","EUR/USD","1.1033","1.2033","01-06-2020 12:01:01:330"
"100331","EUR/USD","1.10331","1.20331","01-06-2020 12:01:01:331"
"100332","EUR/USD","1.10332","1.20332","01-06-2020 12:01:01:332"
"100333","EUR/USD","1.10333","1.20333","01-06-2020 12:01:01:333"
"100334","EUR/USD","1.10334","1.20334","01-06-2020 12:01:01:334"
"100335","EUR/USD","1.10335","1.20335","01-06-2020 12:01:01:335"
"100336","EUR/USD","1.10336","1.20336","01-06-2020 12:01:01:336"
"100337","EUR/USD","1.10337","1.20337","01-06-2020 12:01:01:337"
"100338","EUR/USD","1.10338","1.20338","01-06-2020 12:01:01:338"
"100339","EUR/USD","1.10339","1.20339","01-06-2020 12:01:01:339"
"100340","EUR/USD","1.1034","1.2034","01-06-2020 12:01:01:340"
"100341","EUR/USD","1.10341","1.20341","01-06-2020 12:01:01:341"
"100342","EUR/USD","1.10342","1.20342","01-06-2020 12:01:01:342"
"100343","EUR/USD","1.10343","1.20343","01-06-2020 12:01:01:343"
"100344","EUR/USD","1.10344","1.20344","01-06-2020 12:01:01:344"
"100345","EUR/USD","1.10345","1.20345","01-06-2020 12:01:01:345"
"100346","EUR/USD","1.10346","1.20346","01-06-2020 12:01:01:346"
"100347","EUR/USD","1.10347","1.20347","01-06-2020 12:01:01:347"
"100348","EUR/USD","1.10348","1.20348","01-06-2020 12:01:01:348"
"100349","EUR/USD","1.10349","1.20349","01-06-2020 12:01:01:349"
"100350","EUR/USD","1.1035","1.2035","01-06-2020 12:01:01:350"
"100351","EUR/USD","1.10351","1.20351","01-06-2020 12:01:01:351"
"100352","EUR/USD","1.10352","1.20352","01-06-2020 12:01:01:352"
"100353","EUR/USD","1.10353","1.20353","01-06-2020 12:01:01:353"
"100354","EUR/USD","1.10354","1.20354","01-06-2020 12:01:01:354"
"100355","EUR/USD","1.10355","1.20355","01-06-2020 12:01:01:355"
"100356","EUR/USD","1.10356","1.20356","01-06-2020 12:01:01:356"
"100357","EUR/USD","1.10357","1.20357","01-06-2020 12:01:01:357"
"100358","EUR/USD","1.10358","1.20358","01-06-2020 12:01:01:358"
"100359","EUR/USD","1.10359","1.20359","01-06-2020 12:01:01:359"
"100360","EUR/USD","1.1036","1.2036","01-06-2020 12:01:01:360"
"100361","EUR/USD","1.10361","1.20361","01-06-2020 12:01:01:361"
"100362","EUR/USD","1.10362","1.20362","01-06-2020 12:01:01:362"
"100363","EUR/USD","1.10363","1.20363","01-06-2020 12:01:01:363"
"100364","EUR/USD","1.10364","1.20364","01-06-2020 12:01:01:364"
"100365","EUR/USD","1.10365","1.20365","01-06-2020 12:01:01:365"
"100366","EUR/USD","1.10366","1.20366","01-06-2020 12:01:01:366"
"100367","EUR/USD","1.10367","1.20367","01-06-2020 12:01:01:367"
"100368","EUR/USD","1.10368","1.20368","01-06-2020 12:01:01:368"
"100369","EUR/USD","1.10369","1.20369","01-06-2020 12:01:01:369"
"100370","EUR/USD","1.1037","1.2037","01-06-2020 12:01:01:370"
"100371","EUR/USD","1.10371","1.20371","01-06-2020 12:01:01:371"
"100372","EUR/USD","1.10372","1.20372","01-06-2020 12:01:01:372"
"100373","EUR/USD","1.10373","1.20373","01-06-2020 12:01:01:373"
"100374","EUR/USD","1.10374","1.20374","01-06-2020 12:01:01:374"
"100375","EUR/USD","1.10375","1.20375","01-06-2020 12:01:01:375"
"100376","EUR/USD","1.10376","1.20376","01-06-2020 12:01:01:376"
"100377","EUR/USD","1.10377","1.20377","01-06-2020 12:01:01:377"
"100378","EUR/USD","1.10378","1.20378","01-06-2020 12:01:01:378"
